,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
3177,rw1076668,positive,,,,,,
3178,rw2012621,positive,,,,,,
3179,rw0318797,positive,,,,,,
3180,rw1204648,positive,,,,,,
3181,rw1799530,positive,,,,,,
3182,rw1055857,positive,,,,,,
3183,rw2974255,negative,,,,,,
3184,rw0318772,neutral,,,,,,
3185,rw5792940,negative,,,,,,
3186,rw1920685,negative,,,,,,
3187,rw0405902,negative,,,,,,
3188,rw8891365,negative,,,,,,
3189,rw0405649,negative,,,,,,
3190,rw1362108,negative,,,,,,
3191,rw7360277,not discussed,,,,,,
3192,rw6346370,not discussed,,,,,,
3193,rw0405632,negative,,,,,,
3194,rw3117273,negative,,,,,,
3195,rw4519543,neutral,,,,,,
3196,rw0405988,negative,,,,,,
3197,rw0406009,negative,,,,,,
3198,rw1776512,positive,,,,,,
3199,rw2064780,negative,,,,,,
3200,rw7322413,positive,,,,,,
3201,rw7907248,negative,,,,,,
3202,rw1310358,positive,,,,,,
3203,rw1733221,negative,,,,,,
3204,rw5862622,negative,,,,,,
3205,rw6413033,not discussed,,,,,,
3206,rw3813697,neutral,,,,,,
3207,rw4706363,negative,,,,,,
3208,rw5214981,neutral,,,,,,
3209,rw1123305,negative,,,,,,
3210,rw1374269,positive,,,,,,
3211,rw1362670,positive,,,,,,
3212,rw1373664,positive,,,,,,
3213,rw1406690,negative,,,,,,
3214,rw1353306,negative,,,,,,
3215,rw1367326,positive,,,,,,
3216,rw1369259,positive,,,,,,
3217,rw2121566,positive,,,,,,
3218,rw1367433,positive,,,,,,
3219,rw1367802,positive,,,,,,
3220,rw1276300,negative,,,,,,
3221,rw1360593,negative,,,,,,
3222,rw1497354,positive,,,,,,
3223,rw1374699,negative,,,,,,
3224,rw1938585,positive,,,,,,
3225,rw1379782,positive,,,,,,
3226,rw1399739,mixed,,,,,,
3227,rw1549352,negative,,,,,,
3228,rw1367775,negative,,,,,,
3229,rw1351998,mixed,,,,,,
3230,rw1577490,negative,,,,,,
3231,rw4639486,negative,,,,,,
3232,rw1382500,positive,,,,,,
3233,rw1898084,negative,,,,,,
3234,rw0985161,positive,,,,,,
3235,rw2045223,positive,,,,,,
3236,rw0890582,positive,,,,,,
3237,rw2428869,positive,,,,,,
3238,rw0958810,positive,,,,,,
3239,rw0984049,positive,,,,,,
3240,rw1048318,positive,,,,,,
3241,rw7237016,positive,,,,,,
3242,rw5557253,positive,,,,,,
3243,rw1284099,negative,,,,,,
3244,rw2252226,positive,,,,,,
3245,rw3337883,positive,,,,,,
3246,rw1892701,positive,,,,,,
3247,rw2318985,positive,,,,,,
3248,rw8661311,positive,,,,,,
3249,rw0890601,positive,,,,,,
3250,rw4417927,positive,,,,,,
3251,rw1574735,positive,,,,,,
3252,rw0973283,positive,,,,,,
3253,rw1549743,positive,,,,,,
3254,rw1026284,positive,,,,,,
3255,rw1973791,negative,,,,,,
3256,rw2062204,positive,,,,,,
3257,rw4333863,negative,,,,,,
3258,rw2066465,positive,,,,,,
3259,rw1962828,negative,,,,,,
3260,rw2680726,negative,,,,,,
3261,rw1930328,mixed,,,,,,
3262,rw2488076,negative,,,,,,
3263,rw2035511,positive,,,,,,
3264,rw2766954,negative,,,,,,
3265,rw1935752,negative,,,,,,
3266,rw3434038,negative,,,,,,
3267,rw1944921,positive,,,,,,
3268,rw2628481,negative,,,,,,
3269,rw1933479,positive,,,,,,
3270,rw2478696,negative,,,,,,
3271,rw1938523,positive,,,,,,
3272,rw2061500,negative,,,,,,
3273,rw6170624,negative,,,,,,
3274,rw1953534,positive,,,,,,
3275,rw5052229,negative,,,,,,
3276,rw2980960,positive,,,,,,
3277,rw2253902,negative,,,,,,
3278,rw2068372,positive,,,,,,
3279,rw2120202,positive,,,,,,
3280,rw2124189,not discussed,,,,,,
3281,rw7685919,positive,,,,,,
3282,rw2118872,positive,,,,,,
3283,rw2118582,neutral,,,,,,
3284,rw2119685,positive,,,,,,
3285,rw2141925,neutral,,,,,,
3286,rw2117502,positive,,,,,,
3287,rw2570445,negative,,,,,,
3288,rw2337149,positive,,,,,,
3289,rw2119555,positive,,,,,,
3290,rw2119293,positive,,,,,,
3291,rw2119812,positive,,,,,,
3292,rw2020462,positive,,,,,,
3293,rw2118774,mixed,,,,,,
3294,rw2131036,negative,,,,,,
3295,rw2121522,negative,,,,,,
3296,rw2174165,negative,,,,,,
3297,rw2144880,negative,,,,,,
3298,rw2123021,negative,,,,,,
3299,rw2185209,positive,,,,,,
3300,rw2118058,negative,,,,,,
3301,rw2171752,negative,,,,,,
3302,rw2210691,negative,,,,,,
3303,rw1400232,mixed,,,,,,
3304,rw1812155,positive,,,,,,
3305,rw1497194,negative,,,,,,
3306,rw1499602,neutral,,,,,,
3307,rw1522431,positive,,,,,,
3308,rw1542793,negative,,,,,,
3309,rw2568874,negative,,,,,,
3310,rw1407569,negative,,,,,,
3311,rw1400851,neutral,,,,,,
3312,rw2187873,negative,,,,,,
3313,rw1608029,neutral,,,,,,
3314,rw1571004,negative,,,,,,
3315,rw1407346,negative,,,,,,
3316,rw1511789,mixed,,,,,,
3317,rw1775184,positive,,,,,,
3318,rw6238156,neutral,,,,,,
3319,rw1465404,positive,,,,,,
3320,rw1403010,mixed,,,,,,
3321,rw1542709,negative,,,,,,
3322,rw2076710,positive,,,,,,
3323,rw1402378,negative,,,,,,
3324,rw7546755,positive,,,,,,
3325,rw1845980,positive,,,,,,
3326,rw5920239,positive,,,,,,
3327,rw3297017,negative,,,,,,
3328,rw2337440,positive,,,,,,
3329,rw2325192,mixed,,,,,,
3330,rw2302872,negative,,,,,,
3331,rw2449484,negative,,,,,,
3332,rw2315209,neutral,,,,,,
3333,rw2303049,neutral,,,,,,
3334,rw2362577,negative,,,,,,
3335,rw2301750,positive,,,,,,
3336,rw2303772,negative,,,,,,
3337,rw2302506,mixed,,,,,,
3338,rw3303033,positive,,,,,,
3339,rw8049792,negative,,,,,,
3340,rw2304813,negative,,,,,,
3341,rw2310687,negative,,,,,,
3342,rw2302990,neutral,,,,,,
3343,rw2307445,negative,,,,,,
3344,rw2413202,neutral,,,,,,
3345,rw5015496,negative,,,,,,
3346,rw3304912,positive,,,,,,
3347,rw7198683,positive,,,,,,
3348,rw2449881,positive,,,,,,
3349,rw6175128,negative,,,,,,
3350,rw2020201,positive,,,,,,
3351,rw1333965,positive,,,,,,
3352,rw1409326,positive,,,,,,
3353,rw1849555,positive,,,,,,
3354,rw2008081,positive,,,,,,
3355,rw1957425,negative,,,,,,
3356,rw1468511,positive,,,,,,
3357,rw0096607,positive,,,,,,
3358,rw0096618,positive,,,,,,
3359,rw3696013,positive,,,,,,
3360,rw2423170,positive,,,,,,
3361,rw3721730,positive,,,,,,
3362,rw2271612,positive,,,,,,
3363,rw0096569,positive,,,,,,
3364,rw1351523,positive,,,,,,
3365,rw3685018,positive,,,,,,
3366,rw2231145,positive,,,,,,
3367,rw1655300,negative,,,,,,
3368,rw1902614,positive,,,,,,
3369,rw0905758,negative,,,,,,
3370,rw0905777,negative,,,,,,
3371,rw0905771,negative,,,,,,
3372,rw1054203,negative,,,,,,
3373,rw0905631,negative,,,,,,
3374,rw0905639,negative,,,,,,
3375,rw0905749,negative,,,,,,
3376,rw1523915,negative,,,,,,
3377,rw5504381,negative,,,,,,
3378,rw0905784,negative,,,,,,
3379,rw1283344,negative,,,,,,
3380,rw2491824,negative,,,,,,
3381,rw1291803,negative,,,,,,
3382,rw2994280,negative,,,,,,
3383,rw1497492,negative,,,,,,
3384,rw1302199,negative,,,,,,
3385,rw2777030,negative,,,,,,
3386,rw3273459,negative,,,,,,
3387,rw2341362,negative,,,,,,
3388,rw1302568,negative,,,,,,
3389,rw0905782,negative,,,,,,
3390,rw3681277,negative,,,,,,
3391,rw8887651,negative,,,,,,
3392,rw0905641,negative,,,,,,
3393,rw3061108,negative,,,,,,
3394,rw0850432,positive,,,,,,
3395,rw2936090,positive,,,,,,
3396,rw2172296,mixed,,,,,,
3397,rw0850461,neutral,,,,,,
3398,rw1231216,positive,,,,,,
3399,rw0945634,positive,,,,,,
3400,rw3308637,positive,,,,,,
3401,rw2793441,mixed,,,,,,
3402,rw4756510,positive,,,,,,
3403,rw3436674,negative,,,,,,
3404,rw0850462,negative,,,,,,
3405,rw1293011,negative,,,,,,
3406,rw0850367,negative,,,,,,
3407,rw1002145,negative,,,,,,
3408,rw0850427,negative,,,,,,
3409,rw1348953,negative,,,,,,
3410,rw6740230,negative,,,,,,
3411,rw2889727,negative,,,,,,
3412,rw5531816,negative,,,,,,
3413,rw6212174,positive,,,,,,
3414,rw1299527,positive,,,,,,
3415,rw1162114,positive,,,,,,
3416,rw4044375,neutral,,,,,,
3417,rw3719317,negative,,,,,,
3418,rw1177097,negative,,,,,,
3419,rw3575775,negative,,,,,,
3420,rw1303507,neutral,,,,,,
3421,rw1143729,neutral,,,,,,
3422,rw1282859,negative,,,,,,
3423,rw1159991,neutral,,,,,,
3424,rw2142588,negative,,,,,,
3425,rw1634614,negative,,,,,,
3426,rw1252710,negative,,,,,,
3427,rw1248548,negative,,,,,,
3428,rw1143606,negative,,,,,,
3429,rw1145722,negative,,,,,,
3430,rw4048549,not discussed,,,,,,
3431,rw6115978,,,,,,,
3432,rw6387194,not discussed,,,,,,
3433,rw1143047,negative,,,,,,
3434,rw1143193,negative,,,,,,
3435,rw1678007,neutral,,,,,,
3436,rw1393877,negative,,,,,,
3437,rw1195569,positive,,,,,,
3438,rw2865988,positive,,,,,,
3439,rw8827525,positive,,,,,,
3440,rw3077441,positive,,,,,,
3441,rw8902137,positive,,,,,,
3442,rw2984638,positive,,,,,,
3443,rw3782304,positive,,,,,,
3444,rw8047620,positive,,,,,,
3445,rw2076036,positive,,,,,,
3446,rw1327585,positive,,,,,,
3447,rw1500459,positive,,,,,,
3448,rw3495947,positive,,,,,,
3449,rw3731564,positive,,,,,,
3450,rw3839700,positive,,,,,,
3451,rw3016993,positive,,,,,,
3452,rw3735144,positive,,,,,,
3453,rw3472038,positive,,,,,,
3454,rw3708949,positive,,,,,,
3455,rw0328355,positive,,,,,,
3456,rw1033844,positive,,,,,,
3457,rw1506981,positive,,,,,,
3458,rw5646351,positive,,,,,,
3459,rw2237675,positive,,,,,,
3460,rw0072625,positive,,,,,,
3461,rw0072714,positive,,,,,,
3462,rw1138354,positive,,,,,,
3463,rw4697246,positive,,,,,,
3464,rw2734641,positive,,,,,,
3465,rw1014376,positive,,,,,,
3466,rw3427583,positive,,,,,,
3467,rw0072631,positive,,,,,,
3468,rw3134919,negative,,,,,,
3469,rw2011450,positive,,,,,,
3470,rw6884814,positive,,,,,,
3471,rw1106972,positive,,,,,,
3472,rw1294727,positive,,,,,,
3473,rw8940271,positive,,,,,,
3474,rw1247556,positive,,,,,,
3475,rw3648630,positive,,,,,,
3476,rw1693971,negative,,,,,,
3477,rw3873128,positive,,,,,,
3478,rw3362669,negative,,,,,,
3479,rw1581387,negative,,,,,,
3480,rw1174523,negative,,,,,,
3481,rw1277463,negative,,,,,,
3482,rw1571808,positive,,,,,,
3483,rw1164554,mixed,,,,,,
3484,rw1831381,negative,,,,,,
3485,rw1993397,mixed,,,,,,
3486,rw1826315,negative,,,,,,
3487,rw1645011,neutral,,,,,,
3488,rw1163936,not discussed,,,,,,
3489,rw1588855,neutral,,,,,,
3490,rw1350553,negative,,,,,,
3491,rw1225024,negative,,,,,,
3492,rw1810035,negative,,,,,,
3493,rw1164497,mixed,,,,,,
3494,rw1145958,negative,,,,,,
3495,rw5422169,negative,,,,,,
3496,rw1174081,negative,,,,,,
3497,rw1170352,negative,,,,,,
3498,rw1978867,negative,,,,,,
3499,rw1852133,negative,,,,,,
3500,rw1164229,negative,,,,,,
3501,rw1043506,negative,,,,,,
3502,rw3280580,positive,,,,,,
3503,rw1165582,not discussed,,,,,,
3504,rw1362625,positive,,,,,,
3505,rw1513524,mixed,,,,,,
3506,rw2344945,positive,,,,,,
3507,rw0680159,positive,,,,,,
3508,rw0680039,positive,,,,,,
3509,rw0680127,positive,,,,,,
3510,rw0680123,positive,,,,,,
3511,rw0680156,positive,,,,,,
3512,rw2300435,negative,,,,,,
3513,rw1667570,mixed,,,,,,
3514,rw2632507,positive,,,,,,
3515,rw3235832,positive,,,,,,
3516,rw6859782,negative,,,,,,
3517,rw1494754,positive,,,,,,
3518,rw1714073,negative,,,,,,
3519,rw0973312,positive,,,,,,
3520,rw1487060,positive,,,,,,
3521,rw3471205,mixed,,,,,,
3522,rw2050775,positive,,,,,,
3523,rw2342836,positive,,,,,,
3524,rw0367482,positive,,,,,,
3525,rw0367486,positive,,,,,,
3526,rw1862428,positive,,,,,,
3527,rw1386641,positive,,,,,,
3528,rw1271104,positive,,,,,,
3529,rw0367477,positive,,,,,,
3530,rw5803148,positive,,,,,,
3531,rw1375539,positive,,,,,,
3532,rw1275092,positive,,,,,,
3533,rw3320490,positive,,,,,,
3534,rw2381871,positive,,,,,,
3535,rw2304301,positive,,,,,,
3536,rw1744702,positive,,,,,,
3537,rw1747626,negative,,,,,,
3538,rw1662830,positive,,,,,,
3539,rw1316123,positive,,,,,,
3540,rw2693469,positive,,,,,,
3541,rw1336900,positive,,,,,,
3542,rw1394494,positive,,,,,,
3543,rw1952764,positive,,,,,,
3544,rw2251717,positive,,,,,,
3545,rw1270646,positive,,,,,,
3546,rw0158748,positive,,,,,,
3547,rw4080888,positive,,,,,,
3548,rw1763372,positive,,,,,,
3549,rw0986348,positive,,,,,,
3550,rw0158598,positive,,,,,,
3551,rw1484541,positive,,,,,,
3552,rw0158582,positive,,,,,,
3553,rw0158641,positive,,,,,,
3554,rw0158909,mixed,,,,,,
3555,rw1427651,mixed,,,,,,
3556,rw1089916,positive,,,,,,
3557,rw2687032,positive,,,,,,
3558,rw0963630,positive,,,,,,
3559,rw2345971,positive,,,,,,
3560,rw7253430,positive,,,,,,
3561,rw1965760,positive,,,,,,
3562,rw0158634,positive,,,,,,
3563,rw0158586,negative,,,,,,
3564,rw1612411,positive,,,,,,
3565,rw6126626,negative,,,,,,
3566,rw2453476,positive,,,,,,
3567,rw2256835,negative,,,,,,
3568,rw5532802,positive,,,,,,
3569,rw2344098,positive,,,,,,
3570,rw2131350,positive,,,,,,
3571,rw6620140,positive,,,,,,
3572,rw8515600,positive,,,,,,
3573,rw5520244,positive,,,,,,
3574,rw2127385,negative,,,,,,
3575,rw4439485,mixed,,,,,,
3576,rw6344366,positive,,,,,,
3577,rw2128047,negative,,,,,,
3578,rw2208464,mixed,,,,,,
3579,rw2190734,mixed,,,,,,
3580,rw5081801,mixed,,,,,,
3581,rw2127141,negative,,,,,,
3582,rw2421450,positive,,,,,,
3583,rw2267540,neutral,,,,,,
3584,rw2133434,negative,,,,,,
3585,rw2124820,negative,,,,,,
3586,rw2243879,negative,,,,,,
3587,rw2131762,negative,,,,,,
3588,rw2557048,positive,,,,,,
3589,rw1639886,positive,,,,,,
3590,rw0206619,positive,,,,,,
3591,rw1105981,positive,,,,,,
3592,rw1833226,positive,,,,,,
3593,rw1653862,positive,,,,,,
3594,rw2089780,positive,,,,,,
3595,rw2547658,positive,,,,,,
3596,rw2838784,positive,,,,,,
3597,rw2907424,positive,,,,,,
3598,rw4958345,positive,,,,,,
3599,rw3199421,positive,,,,,,
3600,rw5822910,positive,,,,,,
3601,rw0206553,positive,,,,,,
3602,rw1265760,positive,,,,,,
3603,rw5123671,positive,,,,,,
3604,rw0206610,positive,,,,,,
3605,rw2528717,positive,,,,,,
3606,rw2169632,positive,,,,,,
3607,rw2868882,positive,,,,,,
3608,rw2143979,positive,,,,,,
3609,rw1284865,positive,,,,,,
3610,rw1921149,negative,,,,,,
3611,rw2256956,mixed,,,,,,
3612,rw2473556,negative,,,,,,
3613,rw1933607,negative,,,,,,
3614,rw1938403,negative,,,,,,
3615,rw2331851,negative,,,,,,
3616,rw1920646,mixed,,,,,,
3617,rw1919312,positive,,,,,,
3618,rw3847997,negative,,,,,,
3619,rw1972298,negative,,,,,,
3620,rw1946426,negative,,,,,,
3621,rw2066610,negative,,,,,,
3622,rw1945616,negative,,,,,,
3623,rw1926244,neutral,,,,,,
3624,rw1914840,mixed,,,,,,
3625,rw2278976,negative,,,,,,
3626,rw1913141,negative,,,,,,
3627,rw2035341,negative,,,,,,
3628,rw1925520,negative,,,,,,
3629,rw1935994,negative,,,,,,
3630,rw2238443,negative,,,,,,
3631,rw1920985,neutral,,,,,,
3632,rw1922444,negative,,,,,,
3633,rw3261109,neutral,,,,,,
3634,rw5239216,positive,,,,,,
3635,rw0506666,positive,,,,,,
3636,rw0506730,positive,,,,,,
3637,rw4743700,positive,,,,,,
3638,rw1081046,positive,,,,,,
3639,rw0506774,positive,,,,,,
3640,rw0506665,negative,,,,,,
3641,rw2294903,positive,,,,,,
3642,rw1469029,positive,,,,,,
3643,rw3252558,neutral,,,,,,
3644,rw3496629,positive,,,,,,
3645,rw2092493,positive,,,,,,
3646,rw4483754,positive,,,,,,
3647,rw2118229,positive,,,,,,
3648,rw2610878,negative,,,,,,
3649,rw7077636,negative,,,,,,
3650,rw5777617,positive,,,,,,
3651,rw1123557,not discussed,,,,,,
3652,rw6477210,positive,,,,,,
3653,rw5591518,positive,,,,,,
3654,rw0714448,not discussed,,,,,,
3655,rw1604087,mixed,,,,,,
3656,rw5394982,mixed,,,,,,
3657,rw6994022,positive,,,,,,
3658,rw4137793,positive,,,,,,
3659,rw4304979,negative,,,,,,
3660,rw3759368,negative,,,,,,
3661,rw0714381,negative,,,,,,
3662,rw0714659,positive,,,,,,
3663,rw6565355,not discussed,,,,,,
3664,rw0714435,not discussed,,,,,,
3665,rw0714351,negative,,,,,,
3666,rw0714647,negative,,,,,,
3667,rw0714352,negative,,,,,,
3668,rw0714360,negative,,,,,,
3669,rw0714283,negative,,,,,,
3670,rw0714546,negative,,,,,,
3671,rw0714602,negative,,,,,,
3672,rw1711776,negative,,,,,,
3673,rw0527990,positive,,,,,,
3674,rw0527963,positive,,,,,,
3675,rw0527991,positive,,,,,,
3676,rw0527908,positive,,,,,,
3677,rw3364388,positive,,,,,,
3678,rw4793031,mixed,,,,,,
3679,rw0528101,mixed,,,,,,
3680,rw2827851,positive,,,,,,
3681,rw5719748,neutral,,,,,,
3682,rw0528063,positive,,,,,,
3683,rw0527940,positive,,,,,,
3684,rw0527920,positive,,,,,,
3685,rw2817848,positive,,,,,,
3686,rw4709473,neutral,,,,,,
3687,rw6880582,positive,,,,,,
3688,rw2582277,positive,,,,,,
3689,rw5898576,positive,,,,,,
3690,rw0527909,negative,,,,,,
3691,rw3227955,positive,,,,,,
3692,rw3515008,not discussed,,,,,,
3693,rw2929640,negative,,,,,,
3694,rw3770128,positive,,,,,,
3695,rw6935741,positive,,,,,,
3696,rw2588120,positive,,,,,,
3697,rw2869943,positive,,,,,,
3698,rw2543458,mixed,,,,,,
3699,rw2556968,positive,,,,,,
3700,rw2535167,positive,,,,,,
3701,rw2533446,neutral,,,,,,
3702,rw2536930,positive,,,,,,
3703,rw2534405,negative,,,,,,
3704,rw2533096,positive,,,,,,
3705,rw2533476,neutral,,,,,,
3706,rw2536725,positive,,,,,,
3707,rw2538611,negative,,,,,,
3708,rw2873686,positive,,,,,,
3709,rw2551094,negative,,,,,,
3710,rw2544424,negative,,,,,,
3711,rw2607528,negative,,,,,,
3712,rw2550463,negative,,,,,,
3713,rw2536653,mixed,,,,,,
3714,rw2537101,negative,,,,,,
3715,rw7541749,positive,,,,,,
3716,rw5978743,positive,,,,,,
3717,rw2547342,mixed,,,,,,
3718,rw0839352,positive,,,,,,
3719,rw0839549,positive,,,,,,
3720,rw0839421,positive,,,,,,
3721,rw0839369,positive,,,,,,
3722,rw0839374,positive,,,,,,
3723,rw0839475,positive,,,,,,
3724,rw0839314,positive,,,,,,
3725,rw0839404,positive,,,,,,
3726,rw0839424,positive,,,,,,
3727,rw2368721,positive,,,,,,
3728,rw2303158,positive,,,,,,
3729,rw2288300,positive,,,,,,
3730,rw1421747,positive,,,,,,
3731,rw4137340,negative,,,,,,
3732,rw1421035,positive,,,,,,
3733,rw1091083,positive,,,,,,
3734,rw0957916,positive,,,,,,
3735,rw0839315,not discussed,,,,,,
3736,rw1157280,positive,,,,,,
3737,rw1423378,positive,,,,,,
3738,rw0839558,negative,,,,,,
3739,rw1265470,positive,,,,,,
3740,rw1826686,positive,,,,,,
3741,rw1133823,positive,,,,,,
3742,rw1211526,positive,,,,,,
3743,rw1179137,positive,,,,,,
3744,rw1009774,positive,,,,,,
3745,rw0864623,positive,,,,,,
3746,rw3057447,positive,,,,,,
3747,rw3656014,positive,,,,,,
3748,rw2864017,negative,,,,,,
3749,rw2413371,mixed,,,,,,
3750,rw1738910,negative,,,,,,
3751,rw0864630,negative,,,,,,
3752,rw8860349,negative,,,,,,
3753,rw4016002,positive,,,,,,
3754,rw1244782,neutral,,,,,,
3755,rw0864527,positive,,,,,,
3756,rw1622903,positive,,,,,,
3757,rw9302691,negative,,,,,,
3758,rw0864608,positive,,,,,,
3759,rw8035028,negative,,,,,,
3760,rw2572836,positive,,,,,,
3761,rw2571662,positive,,,,,,
3762,rw2522637,positive,,,,,,
3763,rw2523020,negative,,,,,,
3764,rw2523287,positive,,,,,,
3765,rw2523780,positive,,,,,,
3766,rw2522865,positive,,,,,,
3767,rw2524455,positive,,,,,,
3768,rw2524798,positive,,,,,,
3769,rw2521352,positive,,,,,,
3770,rw2571289,positive,,,,,,
3771,rw2523810,positive,,,,,,
3772,rw2524225,negative,,,,,,
3773,rw2650518,positive,,,,,,
3774,rw2529662,positive,,,,,,
3775,rw2571917,positive,,,,,,
3776,rw2776634,negative,,,,,,
3777,rw2936113,negative,,,,,,
3778,rw2562324,negative,,,,,,
3779,rw2867777,negative,,,,,,
3780,rw2528136,negative,,,,,,
3781,rw2522871,positive,,,,,,
3782,rw5062969,positive,,,,,,
3783,rw3336846,negative,,,,,,
3784,rw2892735,neutral,,,,,,
3785,rw8491705,negative,,,,,,
3786,rw2553855,negative,,,,,,
3787,rw2554053,negative,,,,,,
3788,rw6828859,positive,,,,,,
3789,rw2551983,negative,,,,,,
3790,rw2730291,negative,,,,,,
3791,rw2552491,negative,,,,,,
3792,rw2560818,negative,,,,,,
3793,rw2552383,negative,,,,,,
3794,rw2961812,positive,,,,,,
3795,rw2552919,negative,,,,,,
3796,rw2579060,positive,,,,,,
3797,rw2552723,negative,,,,,,
3798,rw2553647,negative,,,,,,
3799,rw2552640,negative,,,,,,
3800,rw2566742,negative,,,,,,
3801,rw2553481,negative,,,,,,
3802,rw3407684,mixed,,,,,,
3803,rw2575681,negative,,,,,,
3804,rw2552645,negative,,,,,,
3805,rw2554591,neutral,,,,,,
3806,rw0286243,mixed,,,,,,
3807,rw0286253,mixed,,,,,,
3808,rw2888368,positive,,,,,,
3809,rw8528689,positive,,,,,,
3810,rw0286242,neutral,,,,,,
3811,rw1268892,neutral,,,,,,
3812,rw2783111,neutral,,,,,,
3813,rw2754919,positive,,,,,,
3814,rw2895691,positive,,,,,,
3815,rw0286277,positive,,,,,,
3816,rw3398965,positive,,,,,,
3817,rw1931129,positive,,,,,,
3818,rw1114595,positive,,,,,,
3819,rw3190669,positive,,,,,,
3820,rw5880021,positive,,,,,,
3821,rw8957164,positive,,,,,,
3822,rw1797707,positive,,,,,,
3823,rw3291577,positive,,,,,,
3824,rw5588361,positive,,,,,,
3825,rw2912043,neutral,,,,,,
3826,rw3013659,neutral,,,,,,
3827,rw1519026,neutral,,,,,,
3828,rw5780525,positive,,,,,,
3829,rw0768718,negative,,,,,,
3830,rw1162402,negative,,,,,,
3831,rw1214867,negative,,,,,,
3832,rw0994148,negative,,,,,,
3833,rw0768670,negative,,,,,,
3834,rw0768715,negative,,,,,,
3835,rw0768663,negative,,,,,,
3836,rw0768691,negative,,,,,,
3837,rw0768761,negative,,,,,,
3838,rw0768685,negative,,,,,,
3839,rw0768721,negative,,,,,,
3840,rw0768754,negative,,,,,,
3841,rw0768769,negative,,,,,,
3842,rw3377876,positive,,,,,,
3843,rw0768683,negative,,,,,,
3844,rw0768690,negative,,,,,,
3845,rw0768697,not discussed,,,,,,
3846,rw0768730,negative,,,,,,
3847,rw2194008,neutral,,,,,,
3848,rw2194461,positive,,,,,,
3849,rw2253014,negative,,,,,,
3850,rw3149431,negative,,,,,,
3851,rw2392477,negative,,,,,,
3852,rw2674697,negative,,,,,,
3853,rw2195084,positive,,,,,,
3854,rw2331352,negative,,,,,,
3855,rw2248182,negative,,,,,,
3856,rw2196528,neutral,,,,,,
3857,rw2191245,neutral,,,,,,
3858,rw2231708,negative,,,,,,
3859,rw2192716,negative,,,,,,
3860,rw2515801,negative,,,,,,
3861,rw2265938,negative,,,,,,
3862,rw4266276,negative,,,,,,
3863,rw2315393,negative,,,,,,
3864,rw2199509,positive,,,,,,
3865,rw2286726,neutral,,,,,,
3866,rw2277111,neutral,,,,,,
3867,rw0566560,positive,,,,,,
3868,rw0566619,positive,,,,,,
3869,rw4754622,positive,,,,,,
3870,rw0566376,positive,,,,,,
3871,rw0566564,positive,,,,,,
3872,rw1234949,positive,,,,,,
3873,rw0566451,positive,,,,,,
3874,rw3826945,neutral,,,,,,
3875,rw0566711,positive,,,,,,
3876,rw7266253,mixed,,,,,,
3877,rw2008200,,,,,,,
3878,rw7691503,positive,,,,,,
3879,rw8655816,positive,,,,,,
3880,rw2420409,positive,,,,,,
3881,rw2243061,positive,,,,,,
3882,rw3776756,positive,,,,,,
3883,rw2286218,positive,,,,,,
3884,rw1950508,positive,,,,,,
3885,rw5356378,positive,,,,,,
3886,rw5290620,not discussed,,,,,,
3887,rw3364870,positive,,,,,,
3888,rw3675966,positive,,,,,,
3889,rw3637606,positive,,,,,,
3890,rw3446069,positive,,,,,,
3891,rw2135224,positive,,,,,,
3892,rw2135929,positive,,,,,,
3893,rw2301620,neutral,,,,,,
3894,rw2130636,positive,,,,,,
3895,rw2230715,positive,,,,,,
3896,rw5614926,positive,,,,,,
3897,rw2755483,positive,,,,,,
3898,rw2274050,positive,,,,,,
3899,rw2137220,positive,,,,,,
3900,rw2133795,neutral,,,,,,
3901,rw2131055,positive,,,,,,
3902,rw2228117,mixed,,,,,,
3903,rw6519363,positive,,,,,,
3904,rw2130275,positive,,,,,,
3905,rw2177681,negative,,,,,,
3906,rw2135074,positive,,,,,,
3907,rw2139909,neutral,,,,,,
3908,rw2135080,positive,,,,,,
3909,rw2273013,neutral,,,,,,
3910,rw3502570,positive,,,,,,
3911,rw0415518,positive,,,,,,
3912,rw3357100,positive,,,,,,
3913,rw1009138,positive,,,,,,
3914,rw1302093,positive,,,,,,
3915,rw1217800,positive,,,,,,
3916,rw0415592,positive,,,,,,
